"EPCI_CODE","EPCI","NATURE","REG_CODE","DEPT_CODE"
"200000172","Communauté de communes Faucigny-Glières","Communauté de communes","84","74"
"200000438","Communauté de communes du Pays de Pontchâteau Saint-Gildas-des-Bois","Communauté de communes","52","44"
"200000545","Communauté de communes des Portes de Romilly-sur-Seine","Communauté de communes","44","10"
"200000628","Communauté de communes Rhône Lez Provence","Communauté de communes","93","84"
"200000800","Communauté de communes Coeur de Sologne","Communauté de communes","24","41"
"200000925","Communauté de communes de la Plaine Dijonnaise","Communauté de communes","27","21"
"200000933","Communauté de communes Sauldre et Sologne","Communauté de communes","24","18"
"200004802","Communauté de communes du Pays de Fayence","Communauté de communes","93","83"
"200005932","Communauté de communes des Portes de Sologne","Communauté de communes","24","45"
"200005957","Communauté de communes de la Région de Rambervillers","Communauté de communes","44","88"
"200006682","Communauté d'agglomération Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay","Communauté d'agglomération","27","21-71"
"200006716","Communauté de communes du Nogentais","Communauté de communes","44","10"
"200006930","Communauté de communes du Haut Allier Margeride","Communauté de communes","76","48"
"200006971","Communauté de communes du Perche","Communauté de communes","24","28"
"200007052","Communauté de communes de la Marche Berrichonne","Communauté de communes","24","36"
"200007177","Communauté de communes Pays de Nérondes","Communauté de communes","24","18"
"200010650","Communauté d'agglomération du Grand Dole","Communauté d'agglomération","27","39"
"200010700","Communauté d'agglomération Caux Seine Agglo","Communauté d'agglomération","28","76"
"200011773","Communauté d'agglomération Annemasse-Les Voirons-Agglomération","Communauté d'agglomération","84","74"
"200011781","Communauté de communes Portes du Berry entre Loire et Val d'Aubois","Communauté de communes","24","18"
"200013050","Communauté de communes Sauer-Pechelbronn","Communauté de communes","44","67"
"200015162","Communauté de communes de l'Oriente","Communauté de communes","94","2B"
"200016905","Communauté de communes du Pays de Lamastre","Communauté de communes","84","07"
"200017341","Communauté de communes Lodévois et Larzac","Communauté de communes","76","34"
"200017846","Communauté d'agglomération Étampois Sud Essonne","Communauté d'agglomération","11","91"
"200018083","Communauté de communes de Desvres-Samer","Communauté de communes","32","62"
"200018166","Communauté de communes Le Grésivaudan","Communauté de communes","84","38"
"200018406","Communauté de communes du Romorantinais et du Monestois","Communauté de communes","24","41"
"200018521","Communauté de communes du Val de Bouzanne","Communauté de communes","24","36"
"200018653","Communauté d'agglomération Cap Excellence","Communauté d'agglomération","01","971"
"200022986","Communauté de communes du Grand Pic Saint-Loup","Communauté de communes","76","34"
"200023075","Communauté de communes du Pays de Maîche","Communauté de communes","27","25"
"200023125","Communauté de communes Les Portes Briardes entre Villes et Forêts","Communauté de communes","11","77"
"200023240","Communauté de communes Pays de Nemours","Communauté de communes","11","77"
"200023299","Communauté de communes Coeur de Tarentaise","Communauté de communes","84","73"
"200023307","Communauté d'agglomération du Grand Villeneuvois","Communauté d'agglomération","75","47"
"200023372","Communauté de communes de la Vallée de Chamonix-Mont-Blanc","Communauté de communes","84","74"
"200023414","Métropole Rouen Normandie","Métropole","28","76"
"200023620","Communauté de communes de la Gascogne Toulousaine","Communauté de communes","76","32"
"200023737","Communauté d'agglomération du Grand Cahors","Communauté d'agglomération","76","46"
"200023778","Communauté d'agglomération du Pays de Saint-Gilles-Croix-de-Vie","Communauté d'agglomération","52","85"
"200023794","Communauté de communes de Blaye","Communauté de communes","75","33"
"200023919","Communauté de communes Gâtinais Val de Loing","Communauté de communes","11","77"
"200026573","Communauté de communes Haut-Jura Saint-Claude","Communauté de communes","27","39"
"200027027","Communauté de communes Arc Sud Bretagne","Communauté de communes","53","56"
"200027076","Communauté de communes Arnon Boischaut Cher","Communauté de communes","24","18"
"200027100","Communauté de communes Méditerranée Porte des Maures","Communauté de communes","93","83"
"200027183","Communauté urbaine Perpignan Méditerranée Métropole","Communauté urbaine","76","66"
"200027217","Communauté de communes Sarlat-Périgord Noir","Communauté de communes","75","24"
"200027308","Communauté de communes d'Auberive Vingeanne et Montsaugeonnais","Communauté de communes","44","52"
"200027548","Communauté de communes des Savanes","Communauté de communes","03","973"
"200029734","Communauté de communes des 4B Sud Charente","Communauté de communes","75","16"
"200029999","Communauté de communes Rives de l'Ain - Pays du Cerdon","Communauté de communes","84","01"
"200030195","Métropole Nice Côte d'Azur","Métropole","93","06"
"200030385","Communauté d'agglomération de Blois «Agglopolys»","Communauté d'agglomération","24","41"
"200030435","Communauté de communes d'Aire-sur-l'Adour","Communauté de communes","75-76","32-40"
"200030526","Communauté de communes du Ried de Marckolsheim","Communauté de communes","44","67-68"
"200030633","Communauté d'agglomération du Caudrésis et du Catésis","Communauté d'agglomération","32","59"
"200030658","Communauté de communes du Trièves","Communauté de communes","84","38"
"200030674","Communauté d'agglomération Val de Garonne Agglomération","Communauté d'agglomération","75","47"
"200032514","Communauté de communes Berry-Loire-Vauvise","Communauté de communes","24","18"
"200033025","Communauté d'agglomération de Bar-le-Duc - Sud Meuse","Communauté d'agglomération","44","55"
"200033090","Communauté de communes Plaines et Monts de France","Communauté de communes","11","77"
"200033116","Communauté de communes Cluses-Arve et Montagnes","Communauté de communes","84","74"
"200033173","Communauté de communes de la Haute Vallée de Chevreuse","Communauté de communes","11","78"
"200033181","Communauté d'agglomération Chartres Métropole","Communauté d'agglomération","24","28"
"200033298","Communauté de communes des Coëvrons","Communauté de communes","52","53"
"200033579","Communauté urbaine d'Arras","Communauté urbaine","32","62"
"200033827","Communauté de communes de Fium'Orbu Castellu","Communauté de communes","94","2B"
"200033868","Communauté de communes des Ballons des Hautes-Vosges","Communauté de communes","44","88"
"200034023","Communauté de communes Tarn-Agout","Communauté de communes","76","31-81"
"200034031","Communauté de communes des Monts d'Alban et du Villefranchois","Communauté de communes","76","81"
"200034049","Communauté de communes Centre Tarn","Communauté de communes","76","81"
"200034056","Communauté de communes du Lautrécois et du Pays d'Agout","Communauté de communes","76","81"
"200034064","Communauté de communes du Cordais et du Causse (4 C)","Communauté de communes","76","81"
"200034098","Communauté de communes des Montagnes du Giffre","Communauté de communes","84","74"
"200034130","Communauté de communes Gally Mauldre","Communauté de communes","11","78"
"200034197","Communauté de communes de Montaigne Montravel et Gurson","Communauté de communes","75","24"
"200034205","Communauté de communes de la Costa Verde","Communauté de communes","94","2B"
"200034270","Communauté de communes du Pays de Barr","Communauté de communes","44","67"
"200034379","Communauté de communes Pays d'Uzès","Communauté de communes","76","30"
"200034411","Communauté de communes du Piémont Cévenol","Communauté de communes","76","30"
"200034601","Communauté de communes Causses Aigoual Cévennes","Communauté de communes","76","30"
"200034635","Communauté de communes du Kochersberg","Communauté de communes","44","67"
"200034692","Communauté d'agglomération du Gard Rhodanien","Communauté d'agglomération","76","30"
"200034700","Communauté d'agglomération Durance-Lubéron-Verdon Agglomération","Communauté d'agglomération","93","04-83"
"200034718","Communauté de communes de Vitry, Champagne et Der","Communauté de communes","44","51"
"200034726","Communauté de communes Bastides de Lomagne","Communauté de communes","76","32"
"200034825","Communauté d'agglomération du Grand Guéret","Communauté d'agglomération","75","23"
"200034833","Communauté de communes des Bastides Dordogne-Périgord","Communauté de communes","75","24"
"200034874","Communauté de communes Côtes de Meuse Woëvre","Communauté de communes","44","55"
"200034882","Communauté de communes Pays du Mont-Blanc","Communauté de communes","84","74"
"200034957","Communauté de communes du Frontonnais","Communauté de communes","76","31"
"200035087","Communauté d'agglomération Terre de Provence","Communauté d'agglomération","93","13"
"200035103","Communauté de communes de la Vallée de la Haute Sarthe","Communauté de communes","28","61"
"200035111","Communauté de communes des Sources de l'Orne","Communauté de communes","28","61"
"200035129","Communauté de communes de Cèze Cévennes","Communauté de communes","76-84","07-30"
"200035137","Communauté de communes Marche Occitane - Val d'Anglin","Communauté de communes","24","36"
"200035202","Communauté de communes Charlieu-Belmont","Communauté de communes","84","42"
"200035319","Communauté d'agglomération Estérel Côte d'Azur Agglomération","Communauté d'agglomération","93","83"
"200035327","Communauté de communes Cazals-Salviac","Communauté de communes","76","46"
"200035442","Communauté de communes du Sud-Artois","Communauté de communes","32","62"
"200035533","Communauté de communes du Grand Saint-Émilionnais","Communauté de communes","75","33"
"200035541","Communauté de communes des Landes d'Armagnac","Communauté de communes","75","40"
"200035632","Communauté de communes Armagnac Adour","Communauté de communes","76","32"
"200035707","Communauté de communes Piège Lauragais Malepère","Communauté de communes","76","11"
"200035715","Communauté d'agglomération Carcassonne Agglo","Communauté d'agglomération","76","11"
"200035723","Communauté de communes Ventoux Sud","Communauté de communes","84-93","26-84"
"200035731","Communauté d'agglomération Roannais Agglomération","Communauté d'agglomération","84","42"
"200035756","Communauté de communes Astarac Arros en Gascogne","Communauté de communes","76","32"
"200035764","Communauté de communes de la Beauce Loirétaine","Communauté de communes","24","45"
"200035772","Communauté de communes du Pays du Saintois","Communauté de communes","44","54"
"200035814","Communauté d'agglomération Flers Agglo","Communauté d'agglomération","28","61"
"200035848","Communauté de communes du Châtillonnais en Berry","Communauté de communes","24","36"
"200035855","Communauté de communes Castelnaudary Lauragais Audois","Communauté de communes","76","11"
"200035863","Communauté de communes Région Lézignanaise, Corbières et Minervois","Communauté de communes","76","11"
"200035970","Communauté de communes Vexin Centre","Communauté de communes","11","95"
"200036069","Communauté de communes du Pays de Mortagne au Perche","Communauté de communes","28","61"
"200036077","Communauté de communes du Golfe de Saint-Tropez","Communauté de communes","93","83"
"200036135","Communauté de communes Coeur de France","Communauté de communes","24","18"
"200036150","Communauté de communes des Hauts du Val de Saône","Communauté de communes","27","70"
"200036465","Communauté de communes de Thann-Cernay","Communauté de communes","44","68"
"200036473","Communauté d'agglomération de Saintes - Grandes Rives - L'Agglo","Communauté d'agglomération","75","17"
"200036499","Communauté de communes de Marana-Golo","Communauté de communes","94","2B"
"200036523","Communauté de communes des Bastides en Haut Agenais Périgord","Communauté de communes","75","47"
"200036549","Communauté de communes Val de Gray","Communauté de communes","27","70"
"200037059","Communauté de communes de la Haute Somme (Combles - Péronne - Roisel)","Communauté de communes","32","80"
"200037133","Communauté de communes du Provinois","Communauté de communes","11","77"
"200038958","Communauté de communes de la Pieve de l'Ornano et du Taravo","Communauté de communes","94","2A"
"200038990","Communauté de communes de Saint-Méen Montauban","Communauté de communes","53","35"
"200039022","Communauté d'agglomération Vitré Communauté","Communauté d'agglomération","53","35"
"200039055","Communauté de communes Ouche et Montagne","Communauté de communes","27","21"
"200039063","Communauté de communes Forêts, Seine et Suzon","Communauté de communes","27","21"
"200039204","Communauté de communes de Lacq-Orthez","Communauté de communes","75","64"
"200039519","Communauté de communes du Quercy Blanc","Communauté de communes","76","46"
"200039642","Communauté de communes Le Tonnerrois en Bourgogne","Communauté de communes","27","89"
"200039709","Communauté de communes du Serein","Communauté de communes","27","89"
"200039758","Communauté de communes Avallon, Vézelay, Morvan","Communauté de communes","27","89"
"200039808","Communauté de communes des Gorges de l'Ardèche","Communauté de communes","84","07"
"200039824","Communauté de communes Ardèche des Sources et Volcans","Communauté de communes","84","07"
"200039832","Communauté de communes Pays des Vans en Cévennes","Communauté de communes","84","07"
"200039857","Communauté d'agglomération du Pays de Grasse","Communauté d'agglomération","93","06"
"200039865","Metz Métropole","Métropole","44","57"
"200039907","Communauté de communes du Sud Messin","Communauté de communes","44","57"
"200039915","Communauté d'agglomération Cannes Pays de Lérins","Communauté d'agglomération","93","06"
"200039931","Communauté de communes Alpes d'Azur","Communauté de communes","93","06"
"200039949","Communauté de communes Rives de Moselle","Communauté de communes","44","57"
"200040038","Communauté de communes Saône Doubs Bresse","Communauté de communes","27","71"
"200040095","Communauté de communes Isle Vern Salembre en Périgord","Communauté de communes","75","24"
"200040111","Communauté de communes Coeur de Chartreuse","Communauté de communes","84","38-73"
"200040137","Communauté de communes des Lacs de Champagne","Communauté de communes","44","10"
"200040178","Communauté de communes de l'Outre-Forêt","Communauté de communes","44","67"
"200040202","Communauté de communes Provence Verdon","Communauté de communes","93","83"
"200040210","Communauté de communes Lacs et Gorges du Verdon","Communauté de communes","93","83"
"200040244","Communauté d'agglomération du Bocage Bressuirais","Communauté d'agglomération","75","79"
"200040251","Communauté de communes Bassée-Montois","Communauté de communes","11","77"
"200040277","Communauté d'agglomération Agglo du Pays de Dreux","Communauté d'agglomération","24-28","27-28"
"200040293","Communauté de communes du Clunisois","Communauté de communes","27","71"
"200040350","Communauté de communes Bugey Sud","Communauté de communes","84","01"
"200040384","Communauté de communes Isle Double Landais","Communauté de communes","75","24"
"200040392","Communauté d'agglomération Le Grand Périgueux","Communauté d'agglomération","75","24"
"200040400","Communauté de communes du Périgord Ribéracois","Communauté de communes","75","24"
"200040418","Communauté de communes du Pays de Serres en Quercy","Communauté de communes","76","82"
"200040426","Communauté de communes du Val de l'Oise","Communauté de communes","32","02"
"200040442","Communauté d'agglomération Luberon Monts de Vaucluse","Communauté d'agglomération","93","84"
"200040459","Communauté d'agglomération Montélimar Agglomération","Communauté d'agglomération","84","26"
"200040475","LBN Communauté","Communauté de communes","52","72"
"200040491","Communauté de communes Porte de DrômArdèche","Communauté de communes","84","07-26"
"200040509","Communauté de communes du Crestois et de Pays de Saillans Coeur de Drôme","Communauté de communes","84","26"
"200040558","Communauté de communes Écueillé-Valençay","Communauté de communes","24","36"
"200040566","Communauté d'agglomération de l'Ouest Rhodanien","Communauté d'agglomération","84","69"
"200040574","Communauté de communes Beaujolais Pierres Dorées","Communauté de communes","84","69"
"200040590","Communauté d'agglomération Villefranche Beaujolais Saône","Communauté d'agglomération","84","01-69"
"200040624","Communauté de communes Pays d'Apt-Luberon","Communauté de communes","93","04-84"
"200040657","Communauté de communes de la Matheysine","Communauté de communes","84","38"
"200040681","Communauté de communes Enclave des Papes-Pays de Grignan","Communauté de communes","84-93","26-84"
"200040715","Grenoble-Alpes-Métropole","Métropole","84","38"
"200040764","Communauté de communes du Sud Corse","Communauté de communes","94","2A"
"200040772","Communauté de communes du Perche et Haut Vendômois","Communauté de communes","24","41"
"200040798","Communauté de communes Val Vanoise","Communauté de communes","84","73"
"200040814","Communauté de communes Briance Sud Haute Vienne","Communauté de communes","75","87"
"200040830","Communauté de communes du Pays de Fénelon","Communauté de communes","75","24"
"200040889","Communauté de communes de Portes Sud Périgord","Communauté de communes","75","24"
"200040905","Communauté de communes Carmausin-Ségala","Communauté de communes","76","81"
"200040947","Communauté d'agglomération Coeur de Flandre","Communauté d'agglomération","32","59"
"200040954","Communauté de communes des Hauts de Flandre","Communauté de communes","32","59"
"200041010","Communauté de communes Coeur de Savoie","Communauté de communes","84","73"
"200041051","Communauté de communes Vallée de la Dordogne et Forêt Bessède","Communauté de communes","75","24"
"200041150","Communauté de communes Terrassonnais Haut Périgord Noir","Communauté de communes","75","24"
"200041168","Communauté de communes de la Vallée de l'Homme","Communauté de communes","75","24"
"200041283","Communauté de communes de la Plaine du Rhin","Communauté de communes","44","67"
"200041317","Communauté d'agglomération du Niortais","Communauté d'agglomération","75","79"
"200041325","Communauté de communes du Pays Rhénan","Communauté de communes","44","67"
"200041333","Communauté de communes de Parthenay-Gâtine","Communauté de communes","75","79"
"200041366","Communauté de communes Rhône Crussol","Communauté de communes","84","07"
"200041416","Communauté de communes Airvaudais-Val du Thouet","Communauté de communes","75","79"
"200041440","Communauté de communes de Domme-Villefranche du Périgord","Communauté de communes","75","24"
"200041465","Communauté de communes Val Eyrieux","Communauté de communes","84","07"
"200041499","Communauté de communes Aunis Atlantique","Communauté de communes","75","17"
"200041507","Communauté d'agglomération La Riviera du Levant","Communauté d'agglomération","01","971"
"200041515","Communauté de communes du Bassin de Pont-à-Mousson","Communauté de communes","44","54"
"200041523","Communauté de communes de la Haute Saintonge","Communauté de communes","75","17"
"200041556","Communauté de communes Portes de la Creuse en Marche","Communauté de communes","75","23"
"200041572","Communauté de communes Dronne et Belle","Communauté de communes","75","24"
"200041614","Communauté de communes Aunis Sud","Communauté de communes","75","17"
"200041622","Communauté de communes Ardennes Thiérache","Communauté de communes","44","08"
"200041630","Ardenne Métropole","Communauté d'agglomération","44","08"
"200041689","Communauté de communes Vals de Saintonge Communauté","Communauté de communes","75","17"
"200041721","Communauté de communes de la Haute Comté","Communauté de communes","27","70"
"200041762","Communauté d'agglomération Rochefort Océan","Communauté d'agglomération","75","17"
"200041788","Communauté d'agglomération du Pays Nord Martinique","Communauté d'agglomération","02","972"
"200041853","Communauté de communes du Pays de Montbozon et du Chanois","Communauté de communes","27","70"
"200041861","Communauté de communes du Triangle Vert","Communauté de communes","27","70"
"200041879","Communauté de communes Terres de Saône","Communauté de communes","27","70"
"200041887","Communauté de communes du Val Marnaysien","Communauté de communes","27","25-70"
"200041960","Communauté de communes Pévèle-Carembault","Communauté de communes","32","59"
"200041994","Communauté de communes Haut Val de Sèvre","Communauté de communes","75","79"
"200042000","Communauté de communes Bruyères-Vallons des Vosges","Communauté de communes","44","88"
"200042174","Communauté d'agglomération Lorient Agglomération","Communauté d'agglomération","53","56"
"200042182","Communauté de communes du Mont des Avaloirs","Communauté de communes","52","53"
"200042190","Communauté d'agglomération de la Porte du Hainaut","Communauté d'agglomération","32","59"
"200042372","Communauté de communes des Coteaux Arrats Gimone","Communauté de communes","76","32"
"200042414","Communauté de communes Bresse Revermont 71","Communauté de communes","27","71"
"200042463","Communauté de communes de la Montagne Noire","Communauté de communes","76","11"
"200042497","Communauté de communes Dombes Saône Vallée","Communauté de communes","84","01"
"200042604","Communauté de communes de Granville, Terre et Mer","Communauté de communes","28","50"
"200042620","Communauté de communes de la Région de Suippes","Communauté de communes","44","51"
"200042646","Communauté de communes Grand Orb communauté de communes en Languedoc","Communauté de communes","76","34"
"200042653","Communauté de communes Sud-Hérault","Communauté de communes","76","34"
"200042703","Communauté de communes de l'Argonne Champenoise","Communauté de communes","44","51"
"200042729","Communauté de communes de la Baie du Cotentin","Communauté de communes","28","50"
"200042901","Communauté de communes Drôme Sud Provence","Communauté de communes","84","26"
"200042935","Communauté d'agglomération Haut - Bugey Agglomération","Communauté d'agglomération","84","01"
"200042943","Communauté de communes du Cap Corse","Communauté de communes","94","2B"
"200042992","Communauté de communes Perthois-Bocage et Der","Communauté de communes","44","51"
"200043016","Communauté de communes Val de Charente","Communauté de communes","75","16"
"200043065","Communauté de communes du Val d'Amboise","Communauté de communes","24","37"
"200043081","Communauté de communes Chinon, Vienne et Loire","Communauté de communes","24","37"
"200043123","Communauté de communes Auray Quiberon Terre Atlantique","Communauté de communes","53","56"
"200043156","Communauté de communes du Pays Rethélois","Communauté de communes","44","08"
"200043172","Communauté d'agglomération du Bassin de Brive","Communauté d'agglomération","75","19"
"200043263","Communauté de communes Coeur de l'Avesnois","Communauté de communes","32","59"
"200043321","Communauté de communes du Pays de Mormal","Communauté de communes","32","59"
"200043354","Communauté de communes de Villedieu Intercom","Communauté de communes","28","50"
"200043396","Communauté d'agglomération Maubeuge Val de Sambre","Communauté d'agglomération","32","59"
"200043404","Communauté de communes du Sud Avesnois","Communauté de communes","32","59"
"200043438","Communauté de communes de la Moivre à la Coole","Communauté de communes","44","51"
"200043495","Communauté d'agglomération du Pays de Laon","Communauté d'agglomération","32","02"
"200043602","Communauté de communes des Albères, de la Côte Vermeille et de l'Illibéris","Communauté de communes","76","66"
"200043628","Communauté de communes des Vallées du Clain","Communauté de communes","75","86"
"200043693","Communauté de communes Terre Lorraine du Longuyonnais","Communauté de communes","44","54"
"200043776","Communauté de communes Pyrénées Audoises","Communauté de communes","76","11"
"200043974","Communauté de communes du Sud Gironde","Communauté de communes","75","33"
"200043982","Communauté de communes du Bazadais","Communauté de communes","75","33"
"200043990","Communauté de communes Vallons de Haute-Bretagne Communauté","Communauté de communes","53","35"
"200044014","Communauté de communes Creuse Grand Sud","Communauté de communes","75","23"
"200044030","Communauté de communes des 7 Vallées","Communauté de communes","32","62"
"200044048","Communauté de communes Osartis Marquion","Communauté de communes","32","62"
"200044253","Communauté de communes du Bassin de Joinville en Champagne","Communauté de communes","44","52"
"200044394","Communauté de communes du Réolais en Sud Gironde","Communauté de communes","75","33"
"200044469","Communauté de communes du Pays de Mirepoix","Communauté de communes","76","09"
"200044618","Communauté d'agglomération Douaisis Agglo","Communauté d'agglomération","32","59"
"200044691","Communauté d'agglomération du Nord Grande Terre","Communauté d'agglomération","01","971"
"200046977","Métropole de Lyon","Métropole","84","69"
"200048551","Communauté de communes du Pays de Craon","Communauté de communes","52","53"
"200049187","Communauté d'agglomération du Grand Verdun","Communauté d'agglomération","44","55"
"200049211","Communauté de communes Conflent-Canigó","Communauté de communes","76","66"
"200049484","Communauté de communes Berry Grand Sud","Communauté de communes","24","18"
"200050532","Communauté de communes de Petite-Terre","Communauté de communes","06","976"
"200054781","Métropole du Grand Paris","Métropole","11","75-91-92-93-94-95"
"200054807","Métropole d'Aix-Marseille-Provence","Métropole","93","13-83-84"
"200055481","Communauté de communes Beauce Val de Loire","Communauté de communes","24","41"
"200055655","Communauté d'agglomération Roissy Pays de France","Communauté d'agglomération","11","77-95"
"200055887","Communauté de communes Mayenne Communauté","Communauté de communes","52","53"
"200056232","Communauté d'agglomération Communauté Paris-Saclay","Communauté d'agglomération","11","91"
"200056380","Communauté d'agglomération Plaine Vallée","Communauté d'agglomération","11","95"
"200057859","Communauté d'agglomération Coeur d'Essonne Agglomération","Communauté d'agglomération","11","91"
"200057958","Communauté d'agglomération Paris - Vallée de la Marne","Communauté d'agglomération","11","77"
"200058360","Communauté de communes entre Beauce et Perche","Communauté de communes","24","28"
"200058477","Communauté d'agglomération Val d'Yerres Val de Seine","Communauté d'agglomération","11","91"
"200058485","Communauté d'agglomération Val Parisis","Communauté d'agglomération","11","95"
"200058519","Communauté d'agglomération Saint Germain Boucles de Seine","Communauté d'agglomération","11","78-95"
"200058782","Communauté d'agglomération de Saint-Quentin-en-Yvelines","Communauté d'agglomération","11","78"
"200059228","Communauté d'agglomération Grand Paris Sud Seine Essonne Sénart","Communauté d'agglomération","11","77-91"
"200059392","Communauté de communes Bièvre Isère","Communauté de communes","84","38"
"200059400","Communauté de communes Porte Océane du Limousin","Communauté de communes","75","87"
"200059871","Communauté de communes du Centre-Ouest","Communauté de communes","06","976"
"200059889","Communauté urbaine Grand Paris Seine et Oise","Communauté urbaine","11","78"
"200060010","Communauté d'agglomération Mauges Communauté","Communauté d'agglomération","52","49"
"200060457","Communauté d'agglomération de Dembeni / Mamoudzou","Communauté d'agglomération","06","976"
"200060465","Communauté d'agglomération du Grand Nord de Mayotte","Communauté d'agglomération","06","976"
"200060473","Communauté de communes du Sud","Communauté de communes","06","976"
"200065563","Communauté de communes Normandie-Cabourg-Pays d'Auge","Communauté de communes","28","14"
"200065589","Communauté de communes Val ès Dunes","Communauté de communes","28","14"
"200065597","Communauté urbaine Caen la Mer","Communauté urbaine","28","14"
"200065647","Communauté d'agglomération Pays de Montbéliard Agglomération","Communauté d'agglomération","27","25"
"200065787","Communauté de communes de Pont-Audemer / Val de Risle","Communauté de communes","28","27"
"200065886","Communauté d'agglomération Loire Forez Agglomération","Communauté d'agglomération","84","42"
"200065894","Communauté de communes de Forez-Est","Communauté de communes","84","42"
"200065928","Communauté d'agglomération Lannion-Trégor Communauté","Communauté d'agglomération","53","22"
"200066009","Communauté d'agglomération Mulhouse Alsace Agglomération","Communauté d'agglomération","44","68"
"200066017","Communauté de communes Lieuvin Pays d'Auge","Communauté de communes","28","27"
"200066025","Communauté de communes Alsace Rhin Brisach","Communauté de communes","44","68"
"200066033","Communauté de communes Sud Alsace Largue","Communauté de communes","44","68"
"200066041","Communauté de communes Sundgau","Communauté de communes","44","68"
"200066058","Communauté d'agglomération Saint-Louis Agglomération","Communauté d'agglomération","44","68"
"200066108","Communauté de communes des Portes de Meuse","Communauté de communes","44","55"
"200066116","Communauté de communes Argonne-Meuse","Communauté de communes","44","55"
"200066124","Communauté d'agglomération Gaillac-Graulhet","Communauté d'agglomération","76","81"
"200066132","Communauté de communes du Pays de Stenay et du Val Dunois","Communauté de communes","44","55"
"200066140","Communauté de communes de l'Aire à l'Argonne","Communauté de communes","44","55"
"200066157","Communauté de communes de Commercy - Void - Vaucouleurs","Communauté de communes","44","55"
"200066165","Communauté de communes Val de Meuse - Voie Sacrée","Communauté de communes","44","55"
"200066173","Communauté de communes de Damvillers Spincourt","Communauté de communes","44","55"
"200066223","Communauté de communes Arize Lèze","Communauté de communes","76","09"
"200066231","Communauté de communes des Portes d'Ariège Pyrénées","Communauté de communes","76","09"
"200066280","Communauté de communes du Pithiverais","Communauté de communes","24","45"
"200066322","Communauté de communes Terres des Confluences","Communauté de communes","76","82"
"200066330","Communauté de communes Terres du Haut Berry","Communauté de communes","24","18"
"200066348","Communauté de communes du Minervois au Caroux","Communauté de communes","76","34"
"200066355","Communauté d'agglomération Sète Agglopôle Méditerranée","Communauté d'agglomération","76","34"
"200066363","Communauté de communes de la Haute Ariège","Communauté de communes","76","09"
"200066371","Communauté de communes Causses et Vallée de la Dordogne","Communauté de communes","76","46"
"200066389","Communauté d'agglomération Saint-Lô Agglo","Communauté d'agglomération","28","50"
"200066405","Communauté de communes Roumois Seine","Communauté de communes","28","27-76"
"200066413","Communauté de communes Intercom Bernay Terres de Normandie","Communauté de communes","28","27"
"200066462","Communauté de communes Interco Normandie Sud Eure","Communauté de communes","24-28","27-28"
"200066512","Communauté de communes Élan Limousin Avenir Nature","Communauté de communes","75","87"
"200066520","Communauté de communes Ouest Limousin","Communauté de communes","75","87"
"200066553","Communauté de communes du Haut-Languedoc","Communauté de communes","76","34-81"
"200066561","Communauté de communes Sidobre Vals et Plateaux","Communauté de communes","76","81"
"200066587","Communauté de communes des Monts du Lyonnais","Communauté de communes","84","42-69"
"200066603","Communauté de communes du Pays de Lubersac-Pompadour","Communauté de communes","75","19"
"200066637","Communauté de communes Hautes Terres Communauté","Communauté de communes","84","15"
"200066645","Communauté de communes Vézère-Monédières-Millesources","Communauté de communes","75","19"
"200066652","Communauté de communes Grand Sud Tarn et Garonne","Communauté de communes","76","82"
"200066660","Saint-Flour Communauté","Communauté de communes","84","15"
"200066678","Communauté de communes de la Châtaigneraie Cantalienne","Communauté de communes","84","15"
"200066710","Communauté de communes Cingal-Suisse Normande","Communauté de communes","28","14"
"200066728","Communauté de communes Vallées de l'Orne et de l'Odon","Communauté de communes","28","14"
"200066744","Communauté de communes Haute-Corrèze Communauté","Communauté de communes","75","19-23"
"200066751","Communauté de communes Xaintrie Val'Dordogne","Communauté de communes","75","19"
"200066769","Communauté de communes Midi Corrézien","Communauté de communes","75","19"
"200066777","Ploërmel Communauté","Communauté de communes","53","56"
"200066785","Communauté de communes de l'Oust à Brocéliande","Communauté de communes","53","56"
"200066793","Communauté d'agglomération du Grand Annecy","Communauté d'agglomération","84","74"
"200066801","Communauté de communes Isigny-Omaha Intercom","Communauté de communes","28","14"
"200066819","Communauté de communes du Volvestre","Communauté de communes","76","31"
"200066827","Communauté de communes du Pays de Honfleur-Beuzeville","Communauté de communes","28","14-27"
"200066835","Communauté de communes de Sézanne-Sud Ouest Marnais","Communauté de communes","44","51"
"200066850","Communauté de communes des Paysages de la Champagne","Communauté de communes","44","51"
"200066868","Communauté de communes Presqu'île de Crozon-Aulne maritime","Communauté de communes","53","29"
"200066876","Communauté d'agglomération de Châlons-en-Champagne","Communauté d'agglomération","44","51"
"200066884","Communauté de communes Quercy Vert-Aveyron","Communauté de communes","76","82"
"200066892","Communauté de communes de Vendeuvre-Soulaines","Communauté de communes","44","10"
"200066918","Communauté d'agglomération Alès Agglomération","Communauté d'agglomération","76","30"
"200066926","Communauté d'agglomération Grand Auch Coeur de Gascogne","Communauté d'agglomération","76","32"
"200066975","Communauté de communes Senlis Sud Oise","Communauté de communes","32","60"
"200067023","Communauté de communes Coutances Mer et Bocage","Communauté de communes","28","50"
"200067031","Communauté de communes Côte Ouest Centre Manche","Communauté de communes","28","50"
